Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
302;9500153939;"Microelectronics Journal";journal;"09598324";0,280;Q2;57;184;564;4508;874;553;1,52;24,50;Netherlands;"Elsevier BV";"Electrical and Electronic Engineering (Q2); Atomic and Molecular Physics, and Optics (Q3); Condensed Matter Physics (Q3); Electronic, Optical and Magnetic Materials (Q3); Nanoscience and Nanotechnology (Q3); Surfaces, Coatings and Films (Q3)"
303;18958;"IETE Technical Review (Institution of Electronics and Telecommunication Engineers, India)";journal;"09745971, 02564602";0,280;Q2;22;93;164;2600;223;148;1,23;27,96;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q2)"
304;19700186841;"International Journal of RF Technologies: Research and Applications";journal;"17545730";0,278;Q2;12;8;25;361;34;24;1,70;45,13;Netherlands;"IOS Press";"Electrical and Electronic Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Management Information Systems (Q3); Management of Technology and Innovation (Q3)"
305;17300154920;"Journal of Semiconductors";journal;"16744926";0,277;Q2;18;212;908;5898;785;907;1,07;27,82;United Kingdom;"Institute of Physics Publishing";"Electrical and Electronic Engineering (Q2); Condensed Matter Physics (Q3); Electronic, Optical and Magnetic Materials (Q3); Materials Chemistry (Q3)"
306;19924;"International Journal of Satellite Communications and Networking";journal;"15420981, 15420973";0,276;Q2;33;36;110;989;127;101;1,29;27,47;United States;"John Wiley & Sons Inc.";"Electrical and Electronic Engineering (Q2); Media Technology (Q2)"
307;17600155052;"Optical Memory and Neural Networks (Information Optics)";journal;"1060992X";0,276;Q2;12;32;104;701;79;103;0,74;21,91;United States;"Allerton Press Inc.";"Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q3)"
308;144926;"Journal of Computational Electronics";journal;"15698025";0,274;Q2;25;126;392;4690;527;382;1,40;37,22;Netherlands;"Kluwer Academic Publishers";"Electrical and Electronic Engineering (Q2); Atomic and Molecular Physics, and Optics (Q3); Electronic, Optical and Magnetic Materials (Q3); Modeling and Simulation (Q3)"
309;60241;"Advances in Electrical and Electronic Engineering";journal;"18043119, 13361376";0,274;Q2;13;103;228;1946;244;228;1,22;18,89;Czech Republic;"VSB-Technical University of Ostrava";"Electrical and Electronic Engineering (Q2)"
310;18201;"International Journal of RF and Microwave Computer-Aided Engineering";journal;"10964290, 1099047X";0,274;Q3;34;119;277;2735;308;268;1,27;22,98;United States;"John Wiley & Sons Inc.";"Computer Graphics and Computer-Aided Design (Q3); Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3)"
311;21100244214;"Journal of Control, Automation and Electrical Systems";journal;"21953880, 21953899";0,274;Q3;12;70;192;2068;183;192;1,01;29,54;United States;"Springer Science + Business Media";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)"
312;18056;"Jiqiren/Robot";journal;"10020446";0,274;Q3;20;101;284;2295;271;284;0,86;22,72;China;"Zhongguo Kexueyuan";"Applied Mathematics (Q3); Artificial Intelligence (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q3); Software (Q3)"
313;21100286806;"IEEE Design and Test";journal;"21682356";0,273;Q3;68;96;205;1100;273;155;1,90;11,46;United States;"IEEE Computer Society";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Software (Q3)"
314;12250;"Microwave and Optical Technology Letters";journal;"08952477, 10982760";0,273;Q3;67;698;2196;9291;2120;2152;1,09;13,31;United States;"John Wiley & Sons Inc.";"Atomic and Molecular Physics, and Optics (Q3); Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3)"
315;19554;"Journal of Communications Technology and Electronics";journal;"10642269";0,273;Q3;18;197;538;3345;266;537;0,52;16,98;Russian Federation;"Maik Nauka/Interperiodica Publishing";"Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Radiation (Q3)"
316;14429;"Journal of Visualization";journal;"13866478, 13438875";0,267;Q3;23;81;174;1840;181;170;0,93;22,72;Germany;"Springer Verlag";"Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3)"
317;12400154725;"Journal of Magnetics";journal;"12261750";0,267;Q3;11;101;243;2025;164;243;0,71;20,05;South Korea;"The Korean Magnestics Society";"Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3)"
318;24101;"Xiyou Jinshu Cailiao Yu Gongcheng/Rare Metal Materials and Engineering";journal;"1002185X";0,266;Q3;22;472;1962;9213;905;1962;0,39;19,52;China;"Xibei Youse Jinshu Yanjiuyuan";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Materials Chemistry (Q3); Metals and Alloys (Q3)"
319;21100256101;"Telkomnika";journal;"16936930, 23029293";0,265;Q3;13;233;628;4616;388;626;0,58;19,81;Indonesia;"Institute of Advanced Engineering and Science (IAES)";"Electrical and Electronic Engineering (Q3)"
320;21100337901;"IEEE Electromagnetic Compatibility Magazine";journal;"21622272";0,264;Q3;9;44;130;471;102;128;0,73;10,70;United States;"IEEE Electromagnetic Compatibility Society";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Instrumentation (Q3); Signal Processing (Q3); Software (Q3)"
321;20500195078;"International Journal of Aeronautical and Space Sciences";journal;"20932480, 2093274X";0,264;Q3;13;79;173;1676;126;173;0,57;21,22;South Korea;"The Korean Society for Aeronautical & Space Sciences";"Aerospace Engineering (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Materials Science (miscellaneous) (Q3)"
322;26145;"International Journal of Electronics";journal;"00207217, 13623060";0,264;Q3;46;146;424;3725;439;413;1,12;25,51;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q3)"
323;29089;"Photonic Network Communications";journal;"1387974X";0,264;Q3;30;88;213;1992;265;199;1,28;22,64;Netherlands;"Kluwer Academic Publishers";"Atomic and Molecular Physics, and Optics (Q3); Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Software (Q3)"
324;21100457432;"Journal of Advanced Dielectrics";journal;"20101368, 2010135X";0,263;Q3;5;48;85;1433;73;83;0,88;29,85;Singapore;"World Scientific Publishing Co. Pte Ltd";"Ceramics and Composites (Q3); Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3)"
325;21100337502;"MM Science Journal";journal;"18031269, 18050476";0,262;Q3;5;92;239;1255;125;239;0,54;13,64;Czech Republic;"MM Publishing";"Industrial and Manufacturing Engineering (Q2); Automotive Engineering (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3)"
326;5300152202;"IET Communications";journal;"17518636, 17518628";0,260;Q3;51;351;911;8842;1365;902;1,62;25,19;United Kingdom;"Institution of Engineering and Technology";"Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3)"
327;20725;"Wireless Personal Communications";journal;"09296212, 1572834X";0,260;Q3;42;1425;2146;35831;2886;2103;1,32;25,14;Netherlands;"Kluwer Academic Publishers";"Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3)"
328;3300147407;"IEEJ Transactions on Power and Energy";journal;"03854213, 13488147";0,259;Q3;23;111;367;1112;167;353;0,49;10,02;Japan;"The Institute of Electrical Engineers of Japan";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)"
329;19900193212;"Elektronika ir Elektrotechnika";journal;"13921215";0,258;Q3;20;82;397;1603;398;397;1,10;19,55;Lithuania;"Kauno Technologijos Universitetas";"Electrical and Electronic Engineering (Q3)"
330;28139;"Journal of Electromagnetic Waves and Applications";journal;"15693937, 09205071";0,258;Q3;43;170;582;3853;570;571;0,96;22,66;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Physics and Astronomy (miscellaneous) (Q3)"
331;21100217218;"International Journal of Nanoelectronics and Materials";journal;"19855761, 22321535";0,258;Q3;6;18;48;508;25;48;0,69;28,22;Malaysia;"Universiti Malaysia Perlis (UniMAP)";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3)"
332;12443;"Real-Time Systems";journal;"15731383, 09226443";0,257;Q3;50;30;69;1031;156;63;2,19;34,37;Netherlands;"Kluwer Academic Publishers";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Modeling and Simulation (Q3)"
333;21100810612;"IEEJ Journal of Industry Applications";journal;"21871094, 21871108";0,257;Q3;11;42;216;820;246;216;1,10;19,52;Japan;"The Institute of Electrical Engineers of Japan";"Industrial and Manufacturing Engineering (Q2); Automotive Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Mechanical Engineering (Q3)"
334;19700171106;"Dongli Gongcheng Xuebao/Journal of Chinese Society of Power Engineering";journal;"16747607";0,256;Q3;12;153;483;2076;237;483;0,46;13,57;China;"Shanghai Power Equipment Research Institute";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)"
335;5100155104;"Sensing and Imaging";journal;"15572064";0,255;Q3;15;33;66;902;63;65;0,83;27,33;Germany;"Springer Verlag";"Electrical and Electronic Engineering (Q3); Instrumentation (Q3)"
336;58655;"Journal of Systems Engineering and Electronics";journal;"16711793";0,253;Q3;25;127;363;3298;334;363;0,78;25,97;China;"Kexue Chubaneshe/Science Press";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
337;19700181218;"IEEE Latin America Transactions";journal;"15480992";0,253;Q3;16;297;1388;7264;857;1388;0,62;24,46;United States;"Institute of Electrical and Electronics Engineers";"Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q3)"
338;26697;"Microelectronics International";journal;"13565362";0,251;Q3;18;24;84;500;55;83;0,78;20,83;United Kingdom;"Emerald Group Publishing Ltd.";"Atomic and Molecular Physics, and Optics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Surfaces, Coatings and Films (Q3); Condensed Matter Physics (Q4)"
339;19900192159;"International Journal of Sensor Networks";journal;"17481279, 17481287";0,250;Q3;26;70;201;2239;193;200;0,96;31,99;United Kingdom;"Inderscience Publishers";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
340;24184;"Chinese Journal of Electronics";journal;"10224653";0,247;Q3;19;192;446;3784;372;446;0,85;19,71;China;"Zhongguo Dianzi Xuehui";"Electrical and Electronic Engineering (Q3); Applied Mathematics (Q4)"
341;15974;"Circuit World";journal;"03056120";0,246;Q3;19;22;71;391;41;71;0,48;17,77;United Kingdom;"Emerald Group Publishing Ltd.";"Industrial and Manufacturing Engineering (Q2); Electrical and Electronic Engineering (Q3)"
342;19700186890;"Journal of Electrical Systems";journal;"11125209";0,244;Q3;11;60;154;1378;122;154;0,79;22,97;France;"Engineering and Scientific Research Groups (ESR Groups)";"Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q3)"
343;17966;"International Journal of Electrical Engineering Education";journal;"00207209";0,242;Q3;18;26;94;353;52;94;0,63;13,58;United Kingdom;"SAGE Publications";"Education (Q3); Electrical and Electronic Engineering (Q3)"
344;19700174611;"Information Technology and Control";journal;"1392124X";0,240;Q3;14;41;120;1260;112;119;0,97;30,73;Lithuania;"Kaunas University of Technology";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
345;19161;"Rev Roumaine des Sciences Techniques-Series Electrotechnique et Energetique";journal;"00354066";0,240;Q3;10;89;165;1502;184;164;1,09;16,88;Romania;"Editura Academiei Romane";"Electrical and Electronic Engineering (Q3); Energy (miscellaneous) (Q3)"
346;13200;"Applied Computational Electromagnetics Society Journal";journal;"10544887";0,240;Q3;24;174;534;3057;386;534;0,71;17,57;United States;"Applied Computational Electromagnetics Society";"Electrical and Electronic Engineering (Q3); Astronomy and Astrophysics (Q4)"
347;21100255070;"Electrotehnica, Electronica, Automatica";journal;"15825175";0,240;Q3;8;100;135;2942;107;134;0,77;29,42;Romania;"Institutul de Cercetare si Proiectare pentru Electrotehnica";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
348;21100409130;"Frontiers of Information Technology and Electronic Engineering";journal;"20959230, 20959184";0,239;Q3;18;168;312;5933;373;306;1,29;35,32;United States;"Springer Science + Business Media";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Signal Processing (Q3)"
349;13183;"Qiangjiguang Yu Lizishu/High Power Laser and Particle Beams";journal;"10014322";0,239;Q3;23;254;1782;3559;448;1782;0,26;14,01;China;"Qiangjiguang Yu Lizishu";"Electrical and Electronic Engineering (Q3); Atomic and Molecular Physics, and Optics (Q4)"
350;21916;"Telecommunication Systems";journal;"15729451, 10184864";0,239;Q3;39;199;393;5677;466;372;1,36;28,53;Netherlands;"Baltzer Science Publishers B.V.";"Electrical and Electronic Engineering (Q3)"
351;15592;"TM. Technisches Messen";journal;"01718096";0,239;Q3;16;119;235;1777;107;214;0,53;14,93;Germany;"Walter de Gruyter GmbH";"Electrical and Electronic Engineering (Q3); Instrumentation (Q3)"
352;25978;"Journal of Electronic Imaging";journal;"10179909";0,238;Q3;57;229;612;8526;606;604;0,96;37,23;United States;"S P I E - International Society for Optical Engineering";"Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3); Atomic and Molecular Physics, and Optics (Q4)"
353;26200;"Canadian Journal of Electrical and Computer Engineering";journal;"08408688";0,236;Q3;19;28;101;679;125;98;1,22;24,25;Canada;"Institute of Electrical and Electronic Engineers Canada";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3)"
354;19700187611;"International Journal on Smart Sensing and Intelligent Systems";journal;"11785608";0,234;Q3;22;85;312;2489;355;312;1,28;29,28;New Zealand;"Massey University";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
355;19166;"SEI Technical Review";journal;"13434349";0,233;Q3;16;47;121;295;47;120;0,44;6,28;Japan;"Sumitomo Electric Industries Ltd.";"Electrical and Electronic Engineering (Q3)"
356;18936;"IEICE Transactions on Communications";journal;"09168516";0,233;Q3;49;237;877;5626;810;834;1,15;23,74;Japan;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Software (Q3)"
357;12100154817;"International Journal of Wireless and Mobile Computing";journal;"17411084, 17411092";0,233;Q3;16;78;257;1839;201;256;0,95;23,58;United Kingdom;"Inderscience Enterprises";"Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q3)"
358;50094;"Archives of Electrical Engineering";journal;"23002506, 14274221";0,233;Q3;10;66;157;1242;133;156;0,89;18,82;Poland;"De Gruyter Open Ltd.";"Electrical and Electronic Engineering (Q3)"
359;21100202505;"International Journal of Power Electronics";journal;"17566398, 1756638X";0,233;Q3;9;15;39;398;34;39;0,81;26,53;Switzerland;"Inderscience Publishers";"Electrical and Electronic Engineering (Q3)"
360;19700186861;"International Journal of Antennas and Propagation";journal;"16875877, 16875869";0,233;Q3;25;224;848;5430;801;811;0,87;24,24;Egypt;"Hindawi Publishing Corporation";"Electrical and Electronic Engineering (Q3)"
361;24783;"ETRI Journal";journal;"12256463";0,232;Q3;40;87;390;2122;401;388;1,00;24,39;South Korea;"Electronics and Telecommunications Research Institute";"Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
362;12585;"Kongzhi Lilun Yu Yinyong/Control Theory and Applications";journal;"10008152";0,231;Q3;29;164;630;4086;498;630;0,73;24,91;China;"Zhongguo Kexueyuan";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
363;20000195054;"Distributed Generation and Alternative Energy Journal";journal;"21563306, 21566550";0,229;Q3;9;17;55;349;32;48;0,61;20,53;United States;"Taylor and Francis";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)"
364;6200180184;"Dianji yu Kongzhi Xuebao/Electric Machines and Control";journal;"1007449X";0,229;Q3;17;183;598;2838;258;598;0,31;15,51;China;"Haerbin Ligong Daxue/Harbin University of Science and Technology";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)"
365;16800154725;"Progress in Electromagnetics Research B";journal;"19376472";0,228;Q3;39;79;220;2291;260;220;1,38;29,00;United States;"Electromagnetics Academy";"Electrical and Electronic Engineering (Q3); Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)"
366;27163;"Russian Microelectronics";journal;"10637397, 16083415";0,227;Q3;14;90;247;1458;129;244;0,56;16,20;Russian Federation;"Maik Nauka/Interperiodica Publishing";"Electrical and Electronic Engineering (Q3); Materials Chemistry (Q3); Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)"
367;19700186738;"Ad-Hoc and Sensor Wireless Networks";journal;"15520633, 15519899";0,227;Q3;13;62;211;2279;199;211;0,94;36,76;United States;"Old City Publishing Inc.";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Instrumentation (Q3)"
368;17200154707;"Journal of Electrical Engineering and Technology";journal;"19750102";0,227;Q3;19;262;839;5633;632;838;0,69;21,50;South Korea;"Korean Institute of Electrical Engineers";"Electrical and Electronic Engineering (Q3)"
369;17600155219;"Shenyang Gongye Daxue Xuebao/Journal of Shenyang University of Technology";journal;"10001646";0,226;Q3;7;108;376;1288;110;376;0,30;11,93;China;"Shenyang University of Technology";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3)"
370;24288;"Tien Tzu Hsueh Pao/Acta Electronica Sinica";journal;"03722112";0,226;Q3;40;381;1195;7084;683;1195;0,53;18,59;China;"Chinese Institute of Electronics";"Electrical and Electronic Engineering (Q3)"
371;16740;"Fujitsu Scientific and Technical Journal";journal;"00162523";0,225;Q3;20;68;183;444;56;171;0,24;6,53;Japan;"Fujitsu Limted";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Human-Computer Interaction (Q3)"
372;19266;"International Journal of Computer Applications in Technology";journal;"09528091";0,225;Q3;22;62;224;2049;245;219;1,24;33,05;United Kingdom;"Inderscience Publishers";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Information Systems (Q3); Software (Q3)"
373;13633;"Chinese Space Science and Technology";journal;"1000758X";0,224;Q3;10;84;201;1327;84;201;0,40;15,80;China;"Chinese Academy of Space Technology";"Aerospace Engineering (Q3); Electrical and Electronic Engineering (Q3); Materials Science (miscellaneous) (Q3)"
374;19900192567;"Transactions on Electrical and Electronic Materials";journal;"12297607, 20927592";0,224;Q3;13;72;218;1273;112;216;0,56;17,68;South Korea;"The Korean Institute of Electrical and Electronic Material Engineers";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
375;17500155108;"Radioengineering";journal;"18059600, 12102512";0,223;Q3;32;144;373;3387;424;373;1,19;23,52;Czech Republic;"Brno University of Technology";"Electrical and Electronic Engineering (Q3)"
376;17932;"Integration, the VLSI Journal";journal;"01679260";0,223;Q3;31;133;228;3757;278;222;1,17;28,25;Netherlands;"Elsevier BV";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Software (Q3)"
377;17722;"Annales des Telecommunications";journal;"00034347";0,223;Q3;31;73;154;1995;169;145;1,20;27,33;Germany;"Springer Verlag";"Electrical and Electronic Engineering (Q3)"
378;21100332242;"Journal of Low Power Electronics and Applications";journal;"20799268";0,222;Q3;10;32;56;1210;62;53;1,18;37,81;Switzerland;"Multidisciplinary Digital Publishing Institute (MDPI)";"Electrical and Electronic Engineering (Q3)"
379;21100229836;"3D Research";journal;"20926731";0,222;Q3;14;41;105;1359;107;105;1,05;33,15;United States;"Springer Science + Business Media";"Electrical and Electronic Engineering (Q3); Software (Q3)"
380;28136;"Journal of Computational and Theoretical Nanoscience";journal;"15461955, 15461963";0,221;Q3;40;782;2826;21042;1244;2815;0,33;26,91;United States;"American Scientific Publishers";"Chemistry (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Materials Science (miscellaneous) (Q3); Computational Mathematics (Q4); Condensed Matter Physics (Q4); Nanoscience and Nanotechnology (Q4)"
381;28454;"COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering";journal;"03321649";0,220;Q3;25;135;416;2504;308;414;0,80;18,55;United Kingdom;"Emerald Group Publishing Ltd.";"Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4)"
382;18500166400;"Journal of Nanoelectronics and Optoelectronics";journal;"15551318, 1555130X";0,219;Q3;18;211;407;5386;334;401;1,03;25,53;United States;"American Scientific Publishers";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4); Nanoscience and Nanotechnology (Q4)"
383;26075;"IEICE Transactions on Electronics";journal;"09168524";0,218;Q3;43;142;565;2319;295;517;0,58;16,33;Japan;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
384;5300152212;"IEEJ Transactions on Electrical and Electronic Engineering";journal;"19314973";0,217;Q3;21;175;392;3823;320;365;0,92;21,85;United States;"John Wiley & Sons Inc.";"Electrical and Electronic Engineering (Q3)"
385;21100258382;"International Journal of Power Electronics and Drive Systems";journal;"20888694";0,217;Q3;11;164;347;3177;303;347;0,80;19,37;Indonesia;"Institute of Advanced Engineering and Science (IAES)";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)"
386;20000195009;"International Journal of Electronics and Telecommunications";journal;"23001933, 20818491";0,216;Q3;14;60;156;1187;117;156;0,75;19,78;Poland;"Polish Academy of Sciences";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3)"
387;18800156712;"Optoelectronics and Advanced Materials, Rapid Communications";journal;"18426573";0,215;Q3;23;140;723;3263;291;723;0,39;23,31;Romania;"Institutul National de Cercetare-Dezvoltare pentru Optoelectronica";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
388;24290;"Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology";journal;"10095896";0,214;Q3;22;424;1372;7891;875;1372;0,62;18,61;China;"Science Press";"Electrical and Electronic Engineering (Q3)"
389;17294;"Defence Science Journal";journal;"0011748X";0,214;Q3;22;120;241;1972;166;234;0,64;16,43;India;"Defence Scientific Information & Documentation Centre";"Chemical Engineering (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Physics and Astronomy (miscellaneous) (Q3); Biomedical Engineering (Q4); Computer Science Applications (Q4)"
390;24932;"Automatisierungstechnik";journal;"01782312";0,212;Q3;20;85;275;1722;126;244;0,53;20,26;Germany;"Walter de Gruyter GmbH";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Computer Science Applications (Q4)"
391;25069;"Ingegneria Ferroviaria";journal;"00200956";0,212;Q3;8;21;77;369;19;71;0,21;17,57;Italy;"Collegio Ingegneri Ferroviari Italiani";"Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3)"
392;16800154719;"International Journal of Security and Networks";journal;"17478405, 17478413";0,212;Q3;22;23;71;855;55;70;0,76;37,17;United Kingdom;"Inderscience Enterprises";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Safety, Risk, Reliability and Quality (Q3)"
393;21100450083;"EasternEuropean Journal of Enterprise Technologies";journal;"17293774, 17294061";0,212;Q3;7;575;997;11850;423;997;0,43;20,61;United Arab Emirates;"PC Technology Center";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Applied Mathematics (Q4); Computer Science Applications (Q4); Management of Technology and Innovation (Q4)"
394;21100244835;"Far East Journal of Electronics and Communications";journal;"09737006";0,211;Q3;7;83;148;1218;60;147;0,47;14,67;India;"Pushpa Publishing House";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3)"
395;21100375904;"Open Engineering";journal;"23915439";0,211;Q3;13;54;200;1429;136;194;0,52;26,46;Germany;"Walter de Gruyter GmbH";"Aerospace Engineering (Q3); Civil and Structural Engineering (Q3); Electrical and Electronic Engineering (Q3); Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Environmental Engineering (Q4)"
396;18700;"Przeglad Elektrotechniczny";journal;"00332097";0,209;Q3;20;569;1968;7388;513;1961;0,27;12,98;Poland;"Wydawnictwo SIGMA";"Electrical and Electronic Engineering (Q3)"
397;5800173367;"IET Computers and Digital Techniques";journal;"17518601, 1751861X";0,209;Q3;39;26;116;684;130;108;0,86;26,31;United Kingdom;"Institution of Engineering and Technology";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Software (Q4)"
398;21100337101;"IEEE Consumer Electronics Magazine";journal;"21622256";0,209;Q3;12;107;263;1365;220;263;0,90;12,76;United States;"Institute of Electrical and Electronics Engineers Inc.";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Human-Computer Interaction (Q3); Computer Science Applications (Q4)"
399;15141;"Xi Tong Gong Cheng Yu Dian Zi Ji Shu/Systems Engineering and Electronics";journal;"1001506X";0,209;Q3;24;407;1264;7959;641;1264;0,50;19,56;China;"China International Book Trading Corp./Zhongguo Guoji Tushu Maoyi Zonggongsi";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
400;22933;"Turkish Journal of Electrical Engineering and Computer Sciences";journal;"13036203, 13000632";0,208;Q3;23;205;627;4855;445;627;0,66;23,68;Turkey;"Scientific and Technical research Council of Turkey - TUBITAK/Turkiye Bilimsel ve Teknik Arastirma Kurumu";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3)"
401;21112;"International Journal of Modelling and Simulation";journal;"02286203";0,207;Q3;15;32;63;796;31;60;0,36;24,88;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Mechanics of Materials (Q4); Modeling and Simulation (Q4); Software (Q4)"
402;12415;"International Journal of Reliability, Quality and Safety Engineering";journal;"02185393";0,206;Q3;25;34;100;853;44;95;0,51;25,09;Singapore;"World Scientific Publishing Co";"Aerospace Engineering (Q3); Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Industrial and Manufacturing Engineering (Q3); Safety, Risk, Reliability and Quality (Q3); Nuclear Energy and Engineering (Q4)"
403;4000151606;"Journal of Electrical Engineering";journal;"13353632";0,205;Q3;22;52;193;1057;146;193;0,64;20,33;Slovakia;"Slovenska Technika Univerzita";"Electrical and Electronic Engineering (Q3)"
404;5600155187;"Reseaux";journal;"07517971, 17775809";0,205;Q3;14;34;130;1406;30;125;0,18;41,35;France;"Lavoisier";"Communication (Q3); Electrical and Electronic Engineering (Q3)"
